ID;Disciplina;Assunto;Assertiva;Gabarito;comentario;Assunto_Novo;Assunto_Corrigido
151;direiro previdenciário;Do Cálculo do Valor do Benefício;O cálculo da aposentadoria pela regra de transição do 'pedágio de 50%' é o único nas reformas da EC 103/2019 que impõe a aplicação obrigatória do fator previdenciário como ferramenta para o controle do valor da renda mensal inicial.;C;O decreto é claro ao dispor que a aplicação do fator previdenciário no cálculo do valor da aposentadoria na regra do pedágio de 50% é OBRIGATÓRIA.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
152;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A regra de transição do 'pedágio de 50%' trouxe, além da não exigência de idade mínima, uma redução proporcional para os professores do ensino fundamental e médio, exigindo deles um pedágio menor de apenas 25% do tempo faltante.;E;"O material afirma textualmente que a regra do pedágio de 50% ""não apresentou tratamento diferenciado para os professores"". Eles se sujeitam à mesma lógica de pedágio de 50%.";Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
153;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A regra de transição do 'pedágio de 100%' condiciona a concessão da aposentadoria à comprovação de tempo de contribuição integralizado (35H / 30M), o pagamento do pedágio de 100% sobre o tempo que faltava e o alcance de uma idade mínima de 60 anos (H) e 57 anos (M).;C;Diferente da regra do pedágio de 50%, a regra do pedágio de 100% engloba de forma cumulativa três requisitos: tempo de contribuição + pedágio do tempo residual + exigência de IDADE mínima fixada (60 para homens e 57 para mulheres).;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
154;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A professora da educação infantil que buscar aposentadoria pela regra de transição do 'pedágio de 100%' usufrui de requisitos reduzidos, precisando comprovar apenas 52 anos de idade, 25 de contribuição e arcar com o pedágio do tempo residual.;C;Professores têm redução de 5 anos no pedágio de 100%. Assim, as exigências caem de 57 anos e 30 de TC para 52 anos e 25 de TC no caso das mulheres professoras.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
155;direiro previdenciário;Do Cálculo do Valor do Benefício;O valor da aposentadoria concedida com base na regra de transição do 'pedágio de 100%' corresponderá a 100% do salário de benefício apurado, sem a aplicação do fator previdenciário ou de redutores proporcionais do tempo de contribuição.;C;A grande vantagem da regra de 100% de pedágio é garantir a Integralidade da média aritmética apurada (100% do salário de benefício), isentando o cálculo do temido fator previdenciário.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
156;direiro previdenciário;Do Cálculo do Valor do Benefício;Nas regras de transição em que o cálculo corresponde a 60% com acréscimo de 2% por ano adicional, é expressamente vedado que a Renda Mensal Inicial (RMI) do aposentado venha a ultrapassar a marca de 100% da média aritmética do salário de benefício.;E;A nova sistemática não tem limite em 100%. É plenamente válido atingir 102%, 110%, etc., (ex: homem com 40 anos de contribuição e mulher com 35), limitando-se apenas ao valor do teto previdenciário do INSS.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
157;direiro previdenciário;Saúde (SUS);A regra de transição para a aposentadoria especial estabelece o sistema de pontuação estática de 86 pontos, independentemente se o segurado atuou 15, 20 ou 25 anos em atividade exposta a agentes nocivos prejudiciais à saúde.;E;A pontuação varia de acordo com o grau de nocividade e o tempo de exposição mínimo necessário. São 66 pontos para 15 anos;Saúde (SUS);Saúde (SUS)
158;direiro previdenciário;Do Cálculo do Valor do Benefício;Na pontuação exigida pela transição da aposentadoria especial, o legislador permitiu a soma e utilização de tempos de contribuição oriundos de atividades comuns não expostas a agentes nocivos, desde que cumprido o tempo mínimo obrigatório de efetiva exposição (15, 20 ou 25 anos).;C;"Sim, o cômputo da pontuação é feito pelo somatório da ""idade + tempo de contribuição total"", podendo esse tempo de contribuição ""total"" incluir as contribuições comuns se já foi atingida a marca básica do período especial.";Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
159;direiro previdenciário;Do Cálculo do Valor do Benefício;O cálculo da Renda Mensal Inicial da aposentadoria especial que exige 15 anos de efetiva exposição diverge da regra comum, visto que o acréscimo de 2% é aplicado para cada ano de contribuição que exceder os 15 anos, tanto para segurados homens quanto para mulheres.;C;Nas regras gerais e na especial de 20/25 anos, o homem só ganha 2% a partir do 20º ano. Mas na especial restrita a 15 anos (ex: frente de subsolo), a base para o início do acréscimo de 2% é igual para os dois sexos: inicia a partir do 16º ano de contribuição.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
160;direiro previdenciário;Do Cálculo do Valor do Benefício;Como o pedágio de 50% exige cumprimento obrigatório do fator previdenciário no cálculo da aposentadoria, essa modalidade é sempre a menos vantajosa financeiramente em comparação à regra do pedágio de 100%, em que não há aplicação do fator.;C;A regra de 100% de pedágio garante pagamento de 100% do salário de benefício, enquanto a do pedágio de 50% submete obrigatoriamente o cálculo ao fator previdenciário que frequentemente reduz o valor do benefício devido à expectativa de vida e idade precoce do aposentado.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
161;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A Reforma da Previdência (EC 103/2019) estipulou novas regras permanentes de idade e tempo de contribuição para a aposentadoria da pessoa com deficiência, revogando expressamente a aplicação da Lei Complementar nº 142/2013.;E;A EC 103/2019 manteve a aplicação da LC 142/2013 para as pessoas com deficiência até que uma nova lei complementar seja editada para disciplinar a matéria com requisitos distintos.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
162;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;Para que um segurado com deficiência moderada faça jus à aposentadoria por tempo de contribuição, ele deverá comprovar o cumprimento de 29 anos de tempo de contribuição, se homem, e de 24 anos, se mulher.;C;Esses são os exatos limites fixados pela LC 142/2013 e pelo Regulamento da Previdência para o grau moderado na aposentadoria por tempo de contribuição da PcD.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
163;direiro previdenciário;Do Cálculo do Valor do Benefício;O valor da Renda Mensal Inicial (RMI) da aposentadoria por idade do segurado com deficiência corresponde sempre a 100% do seu salário de benefício, não havendo aplicação de coeficiente redutor proporcional.;E;Na aposentadoria por idade da PcD, o cálculo é de 70% + 1% por grupo de 12 contribuições, até o máximo de 30%. Apenas a aposentadoria por tempo de contribuição garante RMI fixa de 100% do salário de benefício.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
164;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;A legislação previdenciária proíbe a conversão do tempo de contribuição prestado sob condições especiais (insalubres/perigosas) em tempo de contribuição na condição de deficiência, ainda que o trabalho especial tenha ocorrido antes da Reforma da Previdência.;E;É garantida a conversão do tempo de contribuição prestado em condições especiais para fins de concessão da aposentadoria da pessoa com deficiência (se o labor for anterior a 13/11/2019). O que é vedado é o inverso (converter tempo de deficiente para aposentadoria especial).;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
165;direiro previdenciário;Aposentadoria por Idade e Tempo de Contribuição;Na concessão da aposentadoria por idade do segurado com deficiência, a idade mínima exigida varia gradativamente conforme o grau da deficiência, sendo menor para os casos de deficiência classificada como grave.;E;A idade mínima na aposentadoria por idade da PcD é fixa (60 anos para homens, 55 para mulheres), independentemente de o grau da deficiência ser leve, moderado ou grave. A variação de acordo com o grau ocorre apenas na aposentadoria por tempo de contribuição.;Aposentadoria por Idade e Tempo de Contribuição;Aposentadoria por Idade e Tempo de Contribuição
166;direiro previdenciário;Dos Dependentes (RGPS);O pagamento do salário-família é devido aos segurados de baixa renda que possuam filhos menores de 14 anos, mas, no caso de filho inválido, o benefício continuará sendo pago até que ele complete 21 anos de idade.;E;"Se o filho for inválido, o salário-família será pago independentemente da idade. A lei estipula expressamente ""filho ou equiparado inválido de qualquer idade"".";Dos Dependentes (RGPS);Dos Dependentes (RGPS)
167;direiro previdenciário;Empregado Doméstico (RGPS);O empregado doméstico de baixa renda faz jus ao recebimento de salário-família, mas, diferentemente das outras categorias, está isento de apresentar anualmente o atestado de vacinação e o comprovante de frequência escolar do seu filho.;C;De acordo com o parágrafo único do art. 67 da Lei nº 8.213/91, o empregado doméstico deve apresentar apenas a certidão de nascimento da criança para fazer jus ao salário-família.;Empregado Doméstico (RGPS);Empregado Doméstico (RGPS)
168;direiro previdenciário;Do Salário-de-Contribuição;Se ambos os pais de uma criança de 5 anos forem segurados empregados do RGPS e ambos possuírem salário de contribuição inferior ao limite legal de baixa renda, apenas um deles (preferencialmente a mãe) terá direito de receber a cota do salário-família.;E;A lei determina que, quando pai e mãe forem ambos segurados (empregados, domésticos ou avulsos) e preencherem os requisitos, os dois terão direito de receber a cota do salário-família da mesma criança.;Do Salário-de-Contribuição;Do Salário-de-Contribuição
169;direiro previdenciário;Dos Dependentes (RGPS);O segurado que ganha salário mínimo e é aposentado por incapacidade permanente conserva o direito ao recebimento da cota do salário-família juntamente com o seu benefício previdenciário, desde que preencha os demais requisitos em relação aos dependentes.;C;O salário-família é garantido não só ao segurado em atividade, mas também ao aposentado por incapacidade ou idade/tempo de contribuição (desde que originado nas categorias contempladas), recebendo-o junto com a aposentadoria.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
